CDS_ID	KO_ID	Domain	Phylum	Class	Order	Family	Genus	Species
CDS_48924	<NA>	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._CC9616	<NA>
CDS_48926	K02034	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._BL107	<NA>
CDS_48934	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_48938	K09946	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Elizabethkingia	Elizabethkingia_anophelis
CDS_48939	<NA>	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_paucimobilis
CDS_48942	K06949	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_48943	K03386	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._CC9311	<NA>
CDS_48945	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_hydrossis
CDS_48946	K04762	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_denticola
CDS_48956	<NA>	Bacteria	Rhodothermaeota	Balneolia	Balneolales	Balneolaceae	Balneola	Balneola_vulgaris
CDS_48962	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_48964	<NA>	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_uniformis
CDS_48965	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	Lacinutrix_jangbogonensis
CDS_48967	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_48973	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_48974	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_48976	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_48977	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_48979	K01897	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_48985	K00860	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Aureispira	Aureispira_sp._CCB-QB1
CDS_48987	K00951	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_48991	<NA>	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera	Rubinisphaera_brasiliensis
CDS_48993	K05896	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_48999	K00365	Bacteria	Actinobacteria_<phylum>	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_griseus
CDS_49001	<NA>	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Fabibacter	Fabibacter_sp._4D4
CDS_49003	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49004	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavihumibacter	Flavihumibacter_petaseus
CDS_49005	<NA>	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_caccae
CDS_49006	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49007	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49008	<NA>	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._KORDI-49	<NA>
CDS_49009	K00988	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._CC9605	<NA>
CDS_49011	K03321	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49012	K03321	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49013	<NA>	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Runella	Runella_zeae
CDS_49018	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga_algicola
CDS_49019	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49022	<NA>	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera	Rubinisphaera_brasiliensis
CDS_49023	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_chilense
CDS_49029	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49033	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49035	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49036	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49039	K00962	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax_avenae
CDS_49042	K00826	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus_terrigena
CDS_49044	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_49045	<NA>	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera	Rubinisphaera_brasiliensis
CDS_49046	K00627	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_49052	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Arenibacter	Arenibacter_certesii
CDS_49054	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49055	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_49056	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Arenibacter	Arenibacter_certesii
CDS_49057	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49065	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_persica
CDS_49068	<NA>	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._KORDI-49	<NA>
CDS_49069	K06966	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._CC9605	<NA>
CDS_49070	K02477	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_hydrossis
CDS_49076	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum_ovolyticum
CDS_49077	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49078	K02618	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49082	<NA>	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera	Rubinisphaera_brasiliensis
CDS_49083	<NA>	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera	Rubinisphaera_brasiliensis
CDS_49085	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_hydrossis
CDS_49087	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mangrovimonas	Mangrovimonas_sp._ST2L12
CDS_49094	K03270	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49096	K02902	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseivivax	Roseivivax_atlanticus
CDS_49097	K00616	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Aureispira	Aureispira_sp._CCB-QB1
CDS_49100	K07301	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49101	<NA>	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter_heparinus
CDS_49103	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49106	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_49115	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49116	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49117	K03885	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._CC9605	<NA>
CDS_49119	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_hydrossis
CDS_49122	K18979	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Saprospira	Saprospira_grandis
CDS_49123	<NA>	Bacteria	Cyanobacteria	Nostocales	Hapalosiphonaceae	Fischerella	Fischerella_muscicola	<NA>
CDS_49131	K03704	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter_nanhaiticus
CDS_49136	K02093	Bacteria	Cyanobacteria	Oscillatoriales	Oscillatoriaceae	Lyngbya	Lyngbya_aestuarii	<NA>
CDS_49140	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49141	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49143	K01945	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49145	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49146	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49147	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_hydrossis
CDS_49148	K03695	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_49153	K02198	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49154	K01647	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus_sanguinis
CDS_49160	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49162	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49163	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49164	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49165	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49172	<NA>	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Prolixibacter	Prolixibacter_bellariivorans
CDS_49173	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_49174	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_49175	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49176	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49177	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49184	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_persica
CDS_49185	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_49186	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_49187	K05366	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49188	K02986	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Eudoraea	Eudoraea_adriatica
CDS_49189	K02948	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_hydrossis
CDS_49190	K02986	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_49194	K05520	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium_indologenes
CDS_49195	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49196	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49197	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49198	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49199	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49200	<NA>	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flexithrix	Flexithrix_dorotheae
CDS_49201	<NA>	Bacteria	Cyanobacteria	Pleurocapsales	Hyellaceae	Pleurocapsa	Pleurocapsa_minor	<NA>
CDS_49202	K03046	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._BL107	<NA>
CDS_49203	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49204	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49205	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_49209	K00937	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49216	<NA>	Bacteria	Cyanobacteria	Nostocales	Nostocaceae	Nostoc	Nostoc_sp._NIES-3756	<NA>
CDS_49217	<NA>	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella	Loktanella_sp._1ANDIMAR09
CDS_49218	<NA>	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thalassobius	Thalassobius_mediterraneus
CDS_49219	K03545	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49220	K01358	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Aureispira	Aureispira_sp._CCB-QB1
CDS_49221	K03545	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49222	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49223	K01358	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Aureispira	Aureispira_sp._CCB-QB1
CDS_49224	<NA>	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces	Chondromyces_crocatus
CDS_49227	K03453	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49228	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49230	<NA>	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._BL107	<NA>
CDS_49231	<NA>	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._CB0101	<NA>
CDS_49237	<NA>	Bacteria	Actinobacteria_<phylum>	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium	Streptosporangium_roseum
CDS_49251	K03923	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas_luteoviolacea
CDS_49254	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49257	<NA>	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._BL107	<NA>
CDS_49258	K03185	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._CC9605	<NA>
CDS_49260	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49263	K00554	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli
CDS_49264	K02860	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter_cloacae_complex
CDS_49270	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_hydrossis
CDS_49272	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49276	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens_dokdonensis
CDS_49278	K01697	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_hydrossis
CDS_49280	<NA>	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._CC9605	<NA>
CDS_49281	K03531	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._BL107	<NA>
CDS_49282	K03529	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._BL107	<NA>
CDS_49286	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_49288	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49292	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49295	K02031	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria_mobilis
CDS_49296	K02600	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium_leguminosarum
CDS_49297	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina_latercula
CDS_49298	K03812	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Spongiibacter	Spongiibacter_marinus
CDS_49299	K03046	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera	Rubinisphaera_brasiliensis
CDS_49301	K03831	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas_veronii
CDS_49307	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49308	<NA>	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Runella	Runella_limosa
CDS_49312	K09933	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum	Marinifilum_fragile
CDS_49314	K02035	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Labrenzia	Labrenzia_aggregata
CDS_49317	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49318	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49319	<NA>	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Runella	Runella_zeae
CDS_49321	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_49322	<NA>	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._CC9605	<NA>
CDS_49323	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49324	K06016	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium_leguminosarum
CDS_49327	<NA>	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	[Brevibacterium]_frigoritolerans
CDS_49328	<NA>	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter	Desulfobacter_curvatus
CDS_49331	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_49336	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium_indologenes
CDS_49341	<NA>	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Plesiocystis	Plesiocystis_pacifica
CDS_49343	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia_galactanivorans
CDS_49353	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga_baltica
CDS_49356	K04043	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter_atrinae
CDS_49357	K00626	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_49358	<NA>	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Petrimonas	Petrimonas_mucosa
CDS_49361	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Segetibacter	Segetibacter_koreensis
CDS_49364	K03596	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Niabella	Niabella_soli
CDS_49365	K03596	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavihumibacter	Flavihumibacter_sp._ZG627
CDS_49367	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49368	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_49371	<NA>	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Fibrisoma	Fibrisoma_limi
CDS_49377	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
