OTUID,KO_ID,Domain,Phylum,Class,Order,Family,Genus,Species
CDS_18225,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18230,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter_hydrossis
CDS_18235,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18236,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18237,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18240,<NA>,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriales_bacterium_JZ3C29,<NA>,<NA>
CDS_18241,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18242,<NA>,Bacteria,Actinobacteria_<phylum>,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces_virginiae
CDS_18244,K02112,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_aminophilus
CDS_18245,K02112,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_aminophilus
CDS_18247,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18248,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter_hydrossis
CDS_18252,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18253,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18254,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18255,K03088,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18256,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18265,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18266,K20074,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Runella,Runella_zeae
CDS_18269,<NA>,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._KORDI-52,<NA>
CDS_18274,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter_aerophilus
CDS_18275,<NA>,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium_opportunistum
CDS_18286,<NA>,Bacteria,Planctomycetes,Planctomycetia,Candidatus_Brocadiales,Candidatus_Brocadiaceae,Candidatus_Brocadia,Candidatus_Brocadia_sinica
CDS_18287,<NA>,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio_anguillarum
CDS_18288,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirga,Flammeovirga_sp._OC4
CDS_18290,K01835,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18298,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18299,K00765,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18304,K03724,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18306,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18312,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18313,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18314,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18320,K00639,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Roseivirga,Roseivirga_ehrenbergii
CDS_18323,K07160,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Roseivirga,Roseivirga_ehrenbergii
CDS_18324,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18327,<NA>,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._WH_8102,<NA>
CDS_18336,K00626,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_aeruginosa_group
CDS_18339,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18345,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18346,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma_panaciterrae
CDS_18347,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Zavarzinella,Zavarzinella_formosa
CDS_18349,K00031,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_syringae_group
CDS_18357,K01652,Bacteria,Cyanobacteria,Oscillatoriales,Microcoleaceae,Planktothrix,Planktothrix_agardhii,<NA>
CDS_18364,K02313,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18369,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter_sp._DG25A
CDS_18378,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18380,K01610,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_firmus
CDS_18382,K02027,Bacteria,Chloroflexi,Ardenticatenia,Ardenticatenales,Ardenticatenaceae,Ardenticatena,Ardenticatena_maritima
CDS_18388,<NA>,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_18390,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18391,K02428,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_18404,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Arenibacter,Arenibacter_certesii
CDS_18409,K00134,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18410,<NA>,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Amphritea,Amphritea_japonica
CDS_18412,K01952,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Schleiferiaceae,Schleiferia,Schleiferia_thermophila
CDS_18413,<NA>,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Draconibacterium,Draconibacterium_orientale
CDS_18417,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18418,K01187,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Cyclobacterium,Cyclobacterium_amurskyense
CDS_18420,<NA>,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter_inhibens
CDS_18426,<NA>,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_18427,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter_thermophilus
CDS_18428,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga_algicola
CDS_18431,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_18433,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18434,K02003,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18440,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter_dokdonensis
CDS_18441,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mangrovimonas,Mangrovimonas_sp._ST2L12
CDS_18444,K17760,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,Hyphomonas_atlantica
CDS_18453,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_18454,<NA>,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter_sp._GAI101
CDS_18456,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18458,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_18462,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18464,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18465,<NA>,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,Asticcacaulis_benevestitus
CDS_18467,K01883,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18469,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter_hydrossis
CDS_18470,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Microscilla,Microscilla_marina
CDS_18472,<NA>,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Thiomonas,Thiomonas_sp._FB-Cd,<NA>
CDS_18476,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18477,K04567,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina_muelleri
CDS_18482,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter_akesuensis
CDS_18484,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18485,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18486,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_18487,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18489,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_18490,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_18496,K01649,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18499,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rhodonellum,Rhodonellum_psychrophilum
CDS_18502,K03782,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18504,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter_hydrossis
CDS_18509,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina_macrocephali
CDS_18511,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_18513,<NA>,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_18514,K07042,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_18515,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18516,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita_capsosiphonis
CDS_18518,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18520,<NA>,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium_elkanii
CDS_18521,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18523,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter_aerophilus
CDS_18527,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales_bacterium_ALC-1,<NA>,<NA>
CDS_18533,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Niastella,Niastella_koreensis
CDS_18535,<NA>,Bacteria,Candidatus_Cloacimonetes,Candidatus_Cloacimonas,Candidatus_Cloacimonas_acidaminovorans,<NA>,<NA>,<NA>
CDS_18536,K00508,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Roseivirga,Roseivirga_ehrenbergii
CDS_18539,K04078,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Candidatus_Synechococcus_spongiarum,<NA>
CDS_18542,K01885,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter_hydrossis
CDS_18545,<NA>,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._KORDI-52,<NA>
CDS_18550,<NA>,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,<NA>
CDS_18551,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18560,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18561,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18571,K03529,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._BL107,<NA>
CDS_18575,<NA>,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_18577,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18579,K07175,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,Crocinitomix_catalasitica
CDS_18584,K02338,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_18585,K00281,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Runella,Runella_limosa
CDS_18586,K03885,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18587,K00762,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18591,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18594,K06147,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_disiens
CDS_18595,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18597,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Saprospira,Saprospira_grandis
CDS_18598,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18600,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina_sp._RZW4-3-2
CDS_18601,K13990,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Prolixibacter,Prolixibacter_bellariivorans
CDS_18607,K15785,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium_leguminosarum
CDS_18609,K03210,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassospira,Thalassospira_australica
CDS_18618,<NA>,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Congregibacter,Congregibacter_litoralis
CDS_18624,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18626,K00681,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella_bronchiseptica
CDS_18630,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Fulvivirga,Fulvivirga_imtechensis
CDS_18632,<NA>,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_18642,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18644,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18645,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18646,K00525,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18647,K07090,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18648,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flexibacter,Flexibacter_litoralis
CDS_18649,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus_vanfongensis
CDS_18651,<NA>,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio_harveyi_group
CDS_18655,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter_antarcticus
CDS_18656,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirga,Flammeovirga_sp._MY04
CDS_18657,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_18662,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18663,K06966,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18664,K01958,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18665,K00548,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_18666,K00826,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._BL107,<NA>
CDS_18667,<NA>,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_fluorescens_group
CDS_18669,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Aureispira,Aureispira_sp._CCB-QB1
CDS_18670,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18673,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium,Salinimicrobium_xinjiangense
CDS_18678,K00103,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Plesiocystis,Plesiocystis_pacifica
CDS_18679,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter_sp._Hel_I_7
CDS_18681,K00215,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Roseivirga,Roseivirga_ehrenbergii
CDS_18683,K01785,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter_hydrossis
CDS_18685,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Fabibacter,Fabibacter_misakiensis
CDS_18687,<NA>,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Actibacterium,Actibacterium_mucosum
CDS_18689,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Aureispira,Aureispira_sp._CCB-QB1
CDS_18693,K03076,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,Owenweeksia_hongkongensis
CDS_18695,K10439,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_18696,K03179,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18698,<NA>,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_coprocola
CDS_18700,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctopirus,Planctopirus_limnophila
CDS_18702,K00600,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18705,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18707,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Saprospira,Saprospira_grandis
CDS_18710,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18711,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_sp._4G2
CDS_18713,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,Owenweeksia_hongkongensis
CDS_18714,<NA>,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_denticola
CDS_18719,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18720,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18723,K03841,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter_hydrossis
CDS_18726,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubripirellula,Rubripirellula_obstinata
CDS_18729,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_18731,K00382,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria_mobilis
CDS_18732,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18733,K02338,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_18736,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18737,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_18740,K01524,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,Rufibacter_roseus
